,Date,Year,Month,Week,Day,Skill,Combi,Interval 15 Minutes,Skill Name,Handle Time,Avg Handle Time,Handled,Queue Offered,Outbound Handled,Outbound,In SLA,Outbound Handle Time,Outbound Time,Outbound ACW Time,Talk Time,Abandons,Short Abandons
856,2022-06-06,2022,Jun,44716,Mon,Email,44718Email,11:15-11:30,Photo Email Inbound,77.61,77.61,1.0,1.0,,,1.0,,,,77.61,,
857,2022-06-06,2022,Jun,44716,Mon,Voice,44718Voice,11:15-11:30,Photo Voice,95.98,95.98,1.0,1.0,,,1.0,,,,85.98,,
858,2022-06-06,2022,Jun,44716,Mon,Voice,44718Voice,10:45-11:00,Photo Voice,1456.3,291.26,5.0,5.0,,,5.0,,,,1414.96,,
859,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,16:30-16:45,Photo Chat,1282.93,320.73,4.0,4.0,,,4.0,,,,1249.32,,
860,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,15:45-16:00,Photo Voice,2463.09,351.87,7.0,7.0,,,7.0,,,,2409.47,,
861,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,16:00-16:15,Photo Chat,2901.83,580.37,5.0,5.0,,,5.0,,,,2859.67,,
862,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,16:00-16:15,Photo Voice,1693.68,338.74,5.0,5.0,,,5.0,,,,1650.95,,
863,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,16:15-16:30,Photo Chat,1861.72,372.34,5.0,5.0,,,5.0,,,,1822.36,,
864,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,16:15-16:30,Photo Voice,2066.23,413.25,5.0,5.0,,,4.0,,,,2020.99,,
865,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,16:30-16:45,OB Photo,5.27,5.27,1.0,,1.0,1.0,,5.27,5.44,,5.27,,
866,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,16:30-16:45,Photo Email Inbound,388.01,388.01,1.0,1.0,,,1.0,,,,388.01,,
867,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,17:15-17:30,Photo Chat,327.53,327.53,1.0,1.0,,,1.0,,,,279.16,,
868,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,16:45-17:00,Photo Chat,4514.37,644.91,7.0,7.0,,,7.0,,,,4308.76,,
869,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,16:45-17:00,Photo Email Inbound,944.55,944.55,1.0,1.0,,,1.0,,,,944.55,,
870,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,16:45-17:00,Photo Voice,4479.95,447.99,10.0,11.0,,,10.0,,,,4404.23,1.0,1.0
871,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,17:00-17:15,OB Photo,173.66,173.66,1.0,,1.0,1.0,,173.66,175.31,,173.66,,
872,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,17:00-17:15,Photo Chat,1278.76,426.25,3.0,3.0,,,3.0,,,,1154.07,,
873,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,17:00-17:15,Photo Email Inbound,238.48,238.48,1.0,1.0,,,1.0,,,,238.48,,
874,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,15:45-16:00,Photo Email Inbound,252.8,252.8,1.0,1.0,,,1.0,,,,252.8,,
875,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,17:15-17:30,OB Photo,79.11,79.11,1.0,,1.0,1.0,,79.11,73.82,10.0,69.11,,
876,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,16:30-16:45,Photo Voice,1146.83,229.37,5.0,5.0,,,5.0,,,,1101.37,,
877,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,15:45-16:00,Photo Chat,1671.26,835.63,2.0,2.0,,,2.0,,,,1611.34,,
878,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,15:00-15:15,Photo Voice,2368.89,789.63,3.0,5.0,,,3.0,,,,2346.47,2.0,2.0
879,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,15:30-15:45,Photo Voice,3304.58,550.76,6.0,7.0,,,6.0,,,,3244.57,1.0,1.0
880,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,14:15-14:30,Photo Voice,381.43,190.71,2.0,2.0,,,2.0,,,,361.4,,
881,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,14:30-14:45,Photo Chat,3099.85,774.96,4.0,4.0,,,4.0,,,,2972.73,,
882,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,14:30-14:45,Photo Email Inbound,3330.72,1110.24,3.0,3.0,,,3.0,,,,3330.72,,
883,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,14:30-14:45,Photo Voice,196.76,98.38,2.0,2.0,,,2.0,,,,176.75,,
884,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,14:45-15:00,OB Photo,16.48,8.24,2.0,,2.0,2.0,,16.48,16.94,,16.48,,
885,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,14:45-15:00,Photo Chat,1707.85,426.96,4.0,4.0,,,4.0,,,,1590.14,,
886,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,14:45-15:00,Photo Email Inbound,158.17,158.17,1.0,1.0,,,1.0,,,,158.17,,
887,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,15:45-16:00,OB Photo,1134.53,126.06,9.0,,9.0,9.0,,1134.53,1175.73,,1134.53,,
888,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,14:45-15:00,Photo Voice,1449.32,241.55,6.0,6.0,,,6.0,,,,1389.29,,
889,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,15:00-15:15,Photo Email Inbound,1239.17,619.59,2.0,2.0,,,2.0,,,,1239.17,,
890,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,15:15-15:30,OB Photo,114.98,57.49,2.0,,2.0,2.0,,114.98,115.34,,114.98,,
891,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,15:15-15:30,Photo Chat,1079.49,539.74,2.0,2.0,,,2.0,,,,1074.08,,
892,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,15:15-15:30,Photo Email Inbound,381.44,381.44,1.0,1.0,,,1.0,,,,381.44,,
893,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,15:15-15:30,Photo Voice,2110.76,234.53,9.0,9.0,,,9.0,,,,2029.92,,
894,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,15:30-15:45,OB Photo,157.23,78.62,2.0,,2.0,2.0,,157.23,216.43,,157.23,,
895,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,15:30-15:45,Photo Chat,,,,1.0,,,,,,,,1.0,1.0
896,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,15:00-15:15,Photo Chat,3733.23,622.21,6.0,6.0,,,6.0,,,,3541.85,,
897,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,17:15-17:30,Photo Email Inbound,295.41,295.41,1.0,1.0,,,1.0,,,,295.41,,
898,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,23:45-00:00,Photo Email Inbound,631.2,631.2,1.0,1.0,,,,,,,631.2,,
899,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,17:30-17:45,OB Photo,192.23,192.23,1.0,,1.0,1.0,,192.23,192.35,,192.23,,
900,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,19:15-19:30,Photo Voice,979.25,326.42,3.0,3.0,,,3.0,,,,949.24,,
901,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,19:30-19:45,Photo Chat,286.95,286.95,1.0,2.0,,,1.0,,,,272.15,1.0,
902,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,19:30-19:45,Photo Voice,197.4,197.4,1.0,1.0,,,1.0,,,,194.65,,
903,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,19:45-20:00,Photo Chat,275.4,275.4,1.0,2.0,,,1.0,,,,261.23,1.0,1.0
904,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,19:45-20:00,Photo Voice,1272.97,424.32,3.0,3.0,,,3.0,,,,1243.56,,
905,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,20:00-20:15,Photo Chat,1372.88,686.44,2.0,2.0,,,1.0,,,,1252.75,,
906,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,20:15-20:30,OB Photo,318.38,318.38,1.0,,1.0,1.0,,318.38,310.67,10.01,308.37,,
907,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,19:15-19:30,Photo Email Inbound,460.62,460.62,1.0,1.0,,,1.0,,,,460.62,,
908,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,20:15-20:30,Photo Email Inbound,80.78,80.78,1.0,1.0,,,1.0,,,,80.78,,
909,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,20:45-21:00,Photo Chat,1821.34,607.11,3.0,3.0,,,,,,,1652.98,,
910,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,20:45-21:00,Photo Email Inbound,243.62,243.62,1.0,1.0,,,1.0,,,,243.62,,
911,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,21:00-21:15,Photo Chat,2474.17,1237.09,2.0,2.0,,,1.0,,,,2462.99,,
912,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,21:00-21:15,Photo Email Inbound,417.09,417.09,1.0,1.0,,,1.0,,,,417.09,,
913,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,21:15-21:30,Photo Chat,2983.0,994.33,3.0,3.0,,,1.0,,,,2928.99,,
914,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,23:00-23:15,Photo Chat,,,,1.0,,,,,,,,1.0,
915,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,14:15-14:30,Photo Email Inbound,1491.03,1491.03,1.0,1.0,,,1.0,,,,1491.03,,
916,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,20:30-20:45,Photo Email Inbound,298.3,298.3,1.0,1.0,,,1.0,,,,298.3,,
917,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,19:15-19:30,Photo Chat,1209.6,403.2,3.0,3.0,,,3.0,,,,1159.68,,
918,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,19:00-19:15,Photo Voice,2419.1,604.77,4.0,4.0,,,4.0,,,,2379.08,,
919,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,19:00-19:15,Photo Chat,644.39,322.2,2.0,2.0,,,2.0,,,,580.71,,
920,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,17:30-17:45,Photo Chat,1776.41,444.1,4.0,4.0,,,4.0,,,,1748.48,,
921,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,17:30-17:45,Photo Email Inbound,264.44,264.44,1.0,1.0,,,1.0,,,,264.44,,
922,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,17:30-17:45,Photo Voice,399.6,199.8,2.0,2.0,,,2.0,,,,385.98,,
923,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,17:45-18:00,Photo Chat,1179.74,393.25,3.0,3.0,,,3.0,,,,1124.25,,
924,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,17:45-18:00,Photo Voice,924.42,231.1,4.0,5.0,,,4.0,,,,894.41,1.0,1.0
925,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,18:00-18:15,OB Photo,316.14,316.14,1.0,,1.0,1.0,,316.14,316.23,,316.14,,
926,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,18:00-18:15,Photo Chat,764.8,382.4,2.0,2.0,,,2.0,,,,746.51,,
927,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,18:00-18:15,Photo Email Inbound,1282.91,427.64,3.0,3.0,,,3.0,,,,1282.91,,
928,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,18:00-18:15,Photo Voice,1077.82,269.46,4.0,5.0,,,4.0,,,,1037.78,1.0,1.0
929,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,18:15-18:30,Photo Chat,377.94,377.94,1.0,2.0,,,1.0,,,,366.92,1.0,1.0
930,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,18:15-18:30,Photo Voice,1348.21,269.64,5.0,5.0,,,5.0,,,,1298.19,,
931,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,18:30-18:45,Photo Chat,1112.86,370.95,3.0,3.0,,,2.0,,,,982.89,,
932,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,18:30-18:45,Photo Email Inbound,410.12,410.12,1.0,1.0,,,1.0,,,,410.12,,
933,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,18:30-18:45,Photo Voice,1069.1,213.82,5.0,5.0,,,4.0,,,,1021.34,,
934,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,18:45-19:00,Photo Chat,966.64,966.64,1.0,2.0,,,1.0,,,,948.34,1.0,1.0
935,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,18:45-19:00,Photo Email Inbound,530.46,530.46,1.0,1.0,,,1.0,,,,530.46,,
936,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,18:45-19:00,Photo Voice,612.54,204.18,3.0,3.0,,,3.0,,,,582.53,,
937,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,17:15-17:30,Photo Voice,2251.25,375.21,6.0,6.0,,,6.0,,,,2197.57,,
938,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,14:00-14:15,Photo Chat,1999.22,499.8,4.0,5.0,,,4.0,,,,1676.44,1.0,1.0
939,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,14:00-14:15,Photo Voice,702.31,175.58,4.0,4.0,,,4.0,,,,669.68,,
940,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,13:45-14:00,Photo Voice,712.58,356.29,2.0,2.0,,,2.0,,,,699.87,,
941,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,08:45-09:00,Photo Voice,660.65,220.22,3.0,3.0,,,3.0,,,,636.64,,
942,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,09:00-09:15,Photo Chat,654.41,654.41,1.0,1.0,,,1.0,,,,653.38,,
943,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,09:00-09:15,Photo Email Inbound,323.69,323.69,1.0,1.0,,,1.0,,,,323.69,,
944,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,09:00-09:15,Photo Voice,2706.71,338.34,8.0,8.0,,,8.0,,,,2641.0,,
945,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,09:15-09:30,OB Photo,932.66,310.89,3.0,,3.0,3.0,,932.66,930.71,14.33,918.33,,
946,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,09:15-09:30,Photo Chat,2888.94,722.23,4.0,4.0,,,4.0,,,,2786.21,,
947,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,09:15-09:30,Photo Email Inbound,289.84,289.84,1.0,1.0,,,1.0,,,,289.84,,
948,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,09:15-09:30,Photo Voice,3212.16,1070.72,3.0,3.0,,,3.0,,,,3182.15,,
949,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,09:30-09:45,Photo Voice,1827.51,456.88,4.0,4.0,,,4.0,,,,1787.5,,
950,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,09:45-10:00,OB Photo,,,,,,1.0,,,2.02,,,,
951,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,09:45-10:00,Photo Chat,631.82,631.82,1.0,1.0,,,1.0,,,,463.61,,
952,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,09:45-10:00,Photo Email Inbound,247.16,82.39,3.0,3.0,,,3.0,,,,247.16,,
953,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,09:45-10:00,Photo Voice,1869.03,623.01,3.0,3.0,,,3.0,,,,1839.35,,
954,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,10:00-10:15,OB Photo,239.56,239.56,1.0,,1.0,1.0,,239.56,239.74,,239.56,,
955,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,10:00-10:15,Photo Chat,525.0,525.0,1.0,1.0,,,1.0,,,,518.48,,
956,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,10:00-10:15,Photo Email Inbound,366.91,366.91,1.0,1.0,,,1.0,,,,366.91,,
957,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,10:00-10:15,Photo Voice,789.15,394.57,2.0,2.0,,,2.0,,,,769.71,,
958,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,08:45-09:00,Photo Email Inbound,528.33,528.33,1.0,1.0,,,1.0,,,,528.33,,
959,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,10:15-10:30,Photo Chat,1217.94,608.97,2.0,2.0,,,2.0,,,,1079.85,,
960,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,08:45-09:00,Photo Chat,1486.29,495.43,3.0,3.0,,,3.0,,,,1325.24,,
961,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,08:30-08:45,Photo Voice,1759.02,439.76,4.0,4.0,,,4.0,,,,1727.45,,
962,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,14:00-14:15,OB Photo,3.03,3.03,1.0,,1.0,1.0,,3.03,3.25,,3.03,,
963,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,00:00-00:15,Photo Chat,,,,1.0,,,,,,,,1.0,
964,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,00:00-00:15,Photo Email Inbound,425.22,425.22,1.0,1.0,,,,,,,425.22,,
965,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,07:00-07:15,Photo Voice,632.6,316.3,2.0,2.0,,,2.0,,,,613.53,,
966,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,07:15-07:30,Photo Voice,1120.61,373.54,3.0,3.0,,,3.0,,,,1092.79,,
967,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,07:30-07:45,OB Photo,278.86,139.43,2.0,,2.0,2.0,,278.86,283.13,,278.86,,
968,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,07:30-07:45,Photo Chat,994.43,497.22,2.0,2.0,,,2.0,,,,943.17,,
969,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,07:30-07:45,Photo Voice,1485.71,495.24,3.0,3.0,,,3.0,,,,1455.71,,
970,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,07:45-08:00,Photo Chat,2578.83,644.71,4.0,4.0,,,4.0,,,,2389.24,,
971,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,07:45-08:00,Photo Voice,33.88,33.88,1.0,1.0,,,1.0,,,,23.88,,
972,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,08:00-08:15,Photo Chat,932.86,466.43,2.0,2.0,,,2.0,,,,850.11,,
973,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,08:00-08:15,Photo Voice,496.22,248.11,2.0,2.0,,,2.0,,,,476.22,,
974,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,08:15-08:30,Photo Chat,1811.83,452.96,4.0,4.0,,,4.0,,,,1774.12,,
975,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,08:15-08:30,Photo Voice,804.1,268.03,3.0,3.0,,,3.0,,,,774.07,,
976,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,08:30-08:45,OB Photo,738.43,369.22,2.0,,2.0,2.0,,738.43,731.97,10.0,728.43,,
977,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,08:30-08:45,Photo Chat,819.06,273.02,3.0,3.0,,,3.0,,,,671.4,,
978,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,08:30-08:45,Photo Email Inbound,546.79,546.79,1.0,1.0,,,1.0,,,,546.79,,
979,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,08:45-09:00,OB Photo,298.46,59.69,5.0,,5.0,5.0,,298.46,299.7,20.01,278.46,,
980,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,10:15-10:30,Photo Email Inbound,439.62,219.81,2.0,2.0,,,2.0,,,,439.62,,
981,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,07:15-07:30,Photo Email Inbound,162.97,162.97,1.0,1.0,,,1.0,,,,162.97,,
982,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,10:30-10:45,Photo Chat,2206.54,551.63,4.0,4.0,,,4.0,,,,1940.7,,
983,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,12:30-12:45,OB Photo,160.84,160.84,1.0,,1.0,1.0,,160.84,168.11,,160.84,,
984,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,12:30-12:45,Photo Chat,3274.76,654.95,5.0,5.0,,,5.0,,,,3212.87,,
985,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,12:30-12:45,Photo Email Inbound,77.14,77.14,1.0,1.0,,,1.0,,,,77.14,,
986,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,12:30-12:45,Photo Voice,1024.2,204.84,5.0,5.0,,,5.0,,,,982.57,,
987,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,12:45-13:00,Photo Chat,2085.1,1042.55,2.0,4.0,,,2.0,,,,2080.23,2.0,2.0
988,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,12:45-13:00,Photo Email Inbound,393.99,393.99,1.0,1.0,,,1.0,,,,393.99,,
989,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,12:45-13:00,Photo Voice,1476.97,492.32,3.0,3.0,,,3.0,,,,1461.53,,
990,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,12:15-12:30,Photo Voice,469.62,156.54,3.0,4.0,,,3.0,,,,439.59,1.0,1.0
991,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,13:00-13:15,OB Photo,88.32,88.32,1.0,,1.0,1.0,,88.32,84.91,10.0,78.32,,
992,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,13:00-13:15,Photo Voice,3244.79,324.48,10.0,10.0,,,10.0,,,,3150.61,,
993,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,13:15-13:30,Photo Chat,5958.35,993.06,6.0,6.0,,,6.0,,,,5900.93,,
994,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,13:15-13:30,Photo Voice,701.88,233.96,3.0,3.0,,,3.0,,,,679.88,,
995,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,13:30-13:45,Photo Chat,767.81,767.81,1.0,1.0,,,1.0,,,,718.69,,
996,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,13:30-13:45,Photo Email Inbound,532.17,532.17,1.0,1.0,,,1.0,,,,532.17,,
997,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,13:45-14:00,Photo Chat,2370.03,592.51,4.0,4.0,,,4.0,,,,2291.69,,
998,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,10:15-10:30,Photo Voice,1278.87,319.72,4.0,4.0,,,4.0,,,,1246.34,,
999,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,13:00-13:15,Photo Chat,2207.3,735.77,3.0,3.0,,,3.0,,,,2075.98,,
1000,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,12:15-12:30,Photo Chat,615.37,307.68,2.0,2.0,,,2.0,,,,561.65,,
1001,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,13:30-13:45,Photo Voice,2931.64,977.21,3.0,3.0,,,3.0,,,,2908.75,,
1002,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,12:00-12:15,Photo Chat,254.52,254.52,1.0,1.0,,,1.0,,,,245.82,,
1003,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,12:00-12:15,Photo Voice,1253.21,250.64,5.0,5.0,,,5.0,,,,1204.33,,
1004,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,10:45-11:00,Photo Chat,7293.22,810.36,9.0,9.0,,,9.0,,,,7189.47,,
1005,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,10:45-11:00,Photo Email Inbound,24.43,24.43,1.0,1.0,,,1.0,,,,24.43,,
1006,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,11:00-11:15,Photo Chat,895.0,895.0,1.0,1.0,,,1.0,,,,890.96,,
1007,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,11:00-11:15,Photo Email Inbound,219.26,219.26,1.0,1.0,,,1.0,,,,219.26,,
1008,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,11:00-11:15,Photo Voice,1789.47,357.89,5.0,5.0,,,5.0,,,,1739.45,,
1009,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,11:15-11:30,OB Photo,83.66,41.83,2.0,,2.0,3.0,,83.66,107.18,10.0,73.65,,
1010,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,11:15-11:30,Photo Chat,1252.18,626.09,2.0,2.0,,,2.0,,,,1085.36,,
1011,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,10:30-10:45,Photo Voice,868.0,289.33,3.0,3.0,,,3.0,,,,837.98,,
1012,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,11:15-11:30,Photo Voice,944.01,157.34,6.0,6.0,,,6.0,,,,883.98,,
1013,2022-06-07,2022,Jun,44716,Tue,OB,44719OB,11:30-11:45,OB Photo,118.51,59.25,2.0,,2.0,2.0,,118.51,118.87,,118.51,,
1014,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,11:30-11:45,Photo Chat,2338.3,584.57,4.0,4.0,,,4.0,,,,2322.36,,
1015,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,11:30-11:45,Photo Email Inbound,320.96,320.96,1.0,1.0,,,1.0,,,,320.96,,
1016,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,11:30-11:45,Photo Voice,1849.42,264.2,7.0,7.0,,,7.0,,,,1779.39,,
1017,2022-06-07,2022,Jun,44716,Tue,Chat,44719Chat,11:45-12:00,Photo Chat,182.91,182.91,1.0,1.0,,,1.0,,,,182.09,,
1018,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,11:45-12:00,Photo Email Inbound,499.36,499.36,1.0,1.0,,,1.0,,,,499.36,,
1019,2022-06-07,2022,Jun,44716,Tue,Email,44719Email,11:15-11:30,Photo Email Inbound,367.07,367.07,1.0,1.0,,,1.0,,,,367.07,,
1020,2022-06-07,2022,Jun,44716,Tue,Voice,44719Voice,11:45-12:00,Photo Voice,1622.84,540.95,3.0,3.0,,,3.0,,,,1592.83,,
1021,2022-06-08,2022,Jun,44716,Wed,Chat,44720Chat,15:15-15:30,Photo Chat,3620.01,603.33,6.0,6.0,,,6.0,,,,3509.56,,
1022,2022-06-08,2022,Jun,44716,Wed,Email,44720Email,15:15-15:30,Photo Email Inbound,397.85,397.85,1.0,1.0,,,1.0,,,,397.85,,
1023,2022-06-08,2022,Jun,44716,Wed,Voice,44720Voice,15:15-15:30,Photo Voice,2763.12,460.52,6.0,6.0,,,6.0,,,,2709.88,,
1024,2022-06-08,2022,Jun,44716,Wed,OB,44720OB,15:30-15:45,OB Photo,8.87,4.43,2.0,,2.0,2.0,,8.87,9.35,,8.87,,
1025,2022-06-08,2022,Jun,44716,Wed,Chat,44720Chat,15:30-15:45,Photo Chat,2720.85,680.21,4.0,4.0,,,4.0,,,,2701.63,,
1026,2022-06-08,2022,Jun,44716,Wed,Voice,44720Voice,15:30-15:45,Photo Voice,2712.15,339.02,8.0,8.0,,,7.0,,,,2640.27,,
